Shipment_ID,Order_ID,Container_No,Shipping_Date,Arrival_Date,Port,Destination_Country,Shipping_Cost,Delay_Days,Shipment_Status
SHIP00781,ORD00472,CONT78179,2025-04-17,2025-05-12,Chennai Port,France,79703,2,Delivered
SHIP00782,ORD02988,CONT15654,2024-05-15,2024-06-17,Chennai Port,South Korea,60550,0,Delivered
SHIP00783,ORD01963,CONT84388,2024-07-12,2024-08-11,Tuticorin Port,USA,39880,9,Delivered
SHIP00784,ORD01692,CONT48029,2025-10-06,2025-11-01,Tuticorin Port,UK,45698,4,In Transit
SHIP00785,ORD02572,CONT75803,2025-03-24,2025-05-03,Tuticorin Port,South Korea,78943,10,Delivered
SHIP00786,ORD01655,CONT10816,2024-11-14,2024-12-16,Chennai Port,South Korea,69480,0,Delivered
SHIP00787,ORD00188,CONT32761,2025-09-09,2025-09-30,Chennai Port,UK,44175,5,In Transit
SHIP00788,ORD00782,CONT57621,2024-12-13,2025-01-14,Chennai Port,Italy,40786,0,Delivered
SHIP00789,ORD01473,CONT51856,2025-03-16,2025-04-30,Chennai Port,France,37526,1,Delivered
SHIP00790,ORD01670,CONT27034,2025-10-14,2025-11-06,Tuticorin Port,Italy,96929,10,In Transit
SHIP00791,ORD00807,CONT45862,2024-06-20,2024-07-29,Tuticorin Port,Germany,113728,8,In Transit
SHIP00792,ORD00140,CONT74131,2025-04-22,2025-05-16,Tuticorin Port,France,56671,2,In Transit
SHIP00793,ORD02536,CONT57015,2024-04-08,2024-04-23,Chennai Port,Japan,36105,0,Delivered
SHIP00794,ORD02370,CONT32126,2025-04-20,2025-05-12,Chennai Port,Japan,112161,0,In Transit
SHIP00795,ORD02955,CONT68276,2025-01-17,2025-02-21,Tuticorin Port,South Korea,66710,6,Delivered
SHIP00796,ORD01271,CONT30812,2024-04-06,2024-05-02,Tuticorin Port,Spain,83031,4,In Transit
SHIP00797,ORD01496,CONT95121,2024-11-02,2024-12-08,Chennai Port,China,143904,3,In Transit
SHIP00798,ORD02989,CONT20323,2025-12-01,2025-12-25,Tuticorin Port,South Korea,88348,8,Delivered
SHIP00799,ORD00636,CONT83390,2024-04-01,2024-04-25,Tuticorin Port,Italy,75783,4,In Transit
SHIP00800,ORD00283,CONT74009,2025-10-16,2025-11-08,Chennai Port,France,44424,0,In Transit
SHIP00801,ORD00446,CONT17715,2024-07-08,2024-08-08,Tuticorin Port,UK,57858,9,Delivered
SHIP00802,ORD02392,CONT79801,2024-05-29,2024-07-10,Chennai Port,UK,127509,2,Delivered
SHIP00803,ORD02907,CONT33146,2024-10-20,2024-11-12,Tuticorin Port,Spain,104065,1,Delivered
SHIP00804,ORD00600,CONT48086,2024-02-19,2024-03-30,Tuticorin Port,Germany,100795,9,In Transit
SHIP00805,ORD02144,CONT80012,2025-02-12,2025-03-26,Chennai Port,USA,65196,2,Delivered
SHIP00806,ORD01166,CONT30725,2024-12-15,2024-12-31,Tuticorin Port,Italy,78060,7,Delivered
SHIP00807,ORD01483,CONT47050,2024-09-13,2024-10-10,Tuticorin Port,UK,119572,9,Delivered
SHIP00808,ORD00356,CONT37929,2024-05-20,2024-06-23,Tuticorin Port,Germany,48337,2,Delivered
SHIP00809,ORD00589,CONT23627,2024-02-18,2024-03-07,Chennai Port,South Korea,31743,6,In Transit
SHIP00810,ORD00633,CONT86853,2024-12-21,2025-01-12,Chennai Port,France,49599,2,In Transit
SHIP00811,ORD00828,CONT94517,2025-10-15,2025-11-01,Tuticorin Port,Germany,36172,2,Delivered
SHIP00812,ORD00428,CONT38676,2024-11-15,2024-12-12,Chennai Port,Vietnam,98067,0,In Transit
SHIP00813,ORD00321,CONT24067,2024-06-19,2024-07-24,Tuticorin Port,France,107543,10,In Transit
SHIP00814,ORD00724,CONT24464,2024-06-08,2024-07-13,Tuticorin Port,USA,96256,7,Delivered
SHIP00815,ORD00457,CONT59036,2024-07-14,2024-08-27,Chennai Port,Japan,124478,1,In Transit
SHIP00816,ORD00169,CONT51983,2024-06-03,2024-06-18,Chennai Port,Italy,126326,1,Delivered
SHIP00817,ORD00255,CONT75521,2024-04-13,2024-05-23,Tuticorin Port,Vietnam,108029,7,Delivered
SHIP00818,ORD02031,CONT72381,2025-11-12,2025-12-05,Tuticorin Port,Japan,30479,0,In Transit
SHIP00819,ORD02088,CONT68261,2024-07-11,2024-07-26,Tuticorin Port,Germany,133245,0,Delivered
SHIP00820,ORD02931,CONT62625,2024-02-15,2024-03-21,Chennai Port,UK,71040,8,In Transit
SHIP00821,ORD02416,CONT94391,2024-11-04,2024-12-07,Chennai Port,Vietnam,106627,3,Delivered
SHIP00822,ORD00477,CONT44301,2025-03-31,2025-05-12,Chennai Port,Germany,100177,10,In Transit
SHIP00823,ORD01629,CONT44683,2024-06-11,2024-06-27,Tuticorin Port,UK,96671,7,Delivered
SHIP00824,ORD02873,CONT27975,2024-02-08,2024-03-09,Tuticorin Port,China,143244,0,In Transit
SHIP00825,ORD02973,CONT10198,2025-10-06,2025-10-25,Chennai Port,China,45788,3,Delivered
SHIP00826,ORD02099,CONT86974,2024-08-08,2024-09-07,Chennai Port,USA,130730,0,Delivered
SHIP00827,ORD01959,CONT65538,2025-05-21,2025-07-03,Chennai Port,Spain,100208,2,Delivered
SHIP00828,ORD02107,CONT32810,2025-10-19,2025-11-04,Tuticorin Port,Japan,67035,1,Delivered
SHIP00829,ORD01742,CONT87468,2025-06-09,2025-06-25,Chennai Port,Germany,89222,7,Delivered
SHIP00830,ORD00428,CONT58379,2025-03-05,2025-04-05,Chennai Port,France,74070,9,In Transit
SHIP00831,ORD02809,CONT88152,2025-11-05,2025-12-18,Chennai Port,USA,115578,4,In Transit
SHIP00832,ORD01462,CONT95347,2025-07-21,2025-08-18,Tuticorin Port,France,31912,10,In Transit
SHIP00833,ORD02755,CONT68072,2025-01-22,2025-02-10,Chennai Port,South Korea,59235,5,Delivered
SHIP00834,ORD01579,CONT46048,2025-04-19,2025-05-09,Tuticorin Port,China,54286,0,In Transit
SHIP00835,ORD00189,CONT25155,2025-09-10,2025-09-25,Tuticorin Port,France,138390,6,Delivered
SHIP00836,ORD00790,CONT52772,2024-09-25,2024-10-14,Chennai Port,UK,91255,8,In Transit
SHIP00837,ORD00439,CONT46145,2024-08-11,2024-09-02,Tuticorin Port,South Korea,68972,2,In Transit
SHIP00838,ORD02758,CONT21023,2024-12-01,2025-01-02,Chennai Port,China,149434,8,Delivered
SHIP00839,ORD01117,CONT62865,2025-07-27,2025-08-13,Chennai Port,Japan,122715,4,Delivered
SHIP00840,ORD02850,CONT63721,2024-11-21,2024-12-22,Chennai Port,Vietnam,42176,6,Delivered
SHIP00841,ORD01639,CONT42371,2025-11-21,2025-12-26,Tuticorin Port,Germany,62488,2,In Transit
SHIP00842,ORD00414,CONT99956,2024-03-04,2024-04-16,Chennai Port,USA,72523,7,Delivered
SHIP00843,ORD02974,CONT81048,2024-12-19,2025-01-26,Tuticorin Port,Spain,89106,10,Delivered
SHIP00844,ORD00577,CONT67822,2025-07-13,2025-08-03,Tuticorin Port,Japan,64416,3,Delivered
SHIP00845,ORD02962,CONT36470,2024-04-07,2024-05-16,Tuticorin Port,Japan,49502,8,In Transit
SHIP00846,ORD02227,CONT75574,2024-11-03,2024-12-17,Tuticorin Port,France,135753,0,Delivered
SHIP00847,ORD00624,CONT91197,2025-09-26,2025-11-10,Tuticorin Port,UK,84862,4,Delivered
SHIP00848,ORD01888,CONT43408,2025-06-04,2025-07-19,Tuticorin Port,UK,107898,5,In Transit
SHIP00849,ORD02404,CONT53392,2024-11-09,2024-12-10,Tuticorin Port,Vietnam,94680,9,In Transit
SHIP00850,ORD02820,CONT36754,2025-01-12,2025-02-06,Chennai Port,Germany,55382,9,Delivered
SHIP00851,ORD01716,CONT28875,2024-02-04,2024-03-05,Chennai Port,France,133511,9,In Transit
SHIP00852,ORD00269,CONT80462,2024-06-09,2024-07-06,Tuticorin Port,UK,125139,0,In Transit
SHIP00853,ORD01155,CONT33842,2024-09-28,2024-10-28,Chennai Port,Vietnam,64861,10,In Transit
SHIP00854,ORD01734,CONT22347,2025-01-28,2025-02-20,Tuticorin Port,USA,67519,3,In Transit
SHIP00855,ORD00955,CONT70220,2024-08-07,2024-08-28,Chennai Port,USA,39685,3,In Transit
SHIP00856,ORD02823,CONT46996,2024-08-27,2024-09-23,Tuticorin Port,Spain,74900,5,Delivered
SHIP00857,ORD01298,CONT38382,2024-07-31,2024-08-28,Tuticorin Port,Japan,72937,4,In Transit
SHIP00858,ORD02646,CONT46113,2024-12-09,2025-01-20,Chennai Port,France,69106,4,Delivered
SHIP00859,ORD01472,CONT44827,2024-07-29,2024-09-02,Chennai Port,USA,113185,1,In Transit
SHIP00860,ORD01414,CONT43558,2024-08-17,2024-09-24,Tuticorin Port,UK,119704,1,Delivered
SHIP00861,ORD02974,CONT43528,2025-04-27,2025-05-20,Chennai Port,Spain,86798,3,In Transit
SHIP00862,ORD00143,CONT34990,2024-09-21,2024-10-20,Tuticorin Port,Japan,149737,10,In Transit
SHIP00863,ORD01223,CONT67882,2024-10-16,2024-11-19,Tuticorin Port,China,35828,8,Delivered
SHIP00864,ORD02853,CONT29771,2024-06-06,2024-07-05,Tuticorin Port,USA,37938,4,Delivered
SHIP00865,ORD02898,CONT14706,2024-02-18,2024-04-03,Tuticorin Port,Japan,80361,3,In Transit
SHIP00866,ORD00429,CONT23473,2025-02-18,2025-03-24,Chennai Port,UK,97883,6,In Transit
SHIP00867,ORD00658,CONT89347,2024-03-03,2024-03-24,Tuticorin Port,France,105543,4,In Transit
SHIP00868,ORD01532,CONT78715,2024-12-21,2025-01-20,Chennai Port,China,111464,8,Delivered
SHIP00869,ORD02617,CONT84019,2024-09-25,2024-10-14,Tuticorin Port,UK,72920,8,Delivered
SHIP00870,ORD00822,CONT75287,2025-05-04,2025-05-29,Tuticorin Port,South Korea,104769,4,In Transit
SHIP00871,ORD01745,CONT41133,2024-05-05,2024-05-25,Tuticorin Port,USA,51657,10,In Transit
SHIP00872,ORD00160,CONT59617,2024-05-19,2024-07-02,Tuticorin Port,USA,134475,8,Delivered
SHIP00873,ORD02035,CONT46114,2024-04-11,2024-04-27,Chennai Port,South Korea,72722,10,Delivered
SHIP00874,ORD01575,CONT99294,2024-11-12,2024-12-06,Tuticorin Port,China,124500,1,Delivered
SHIP00875,ORD01347,CONT11128,2024-10-22,2024-12-05,Chennai Port,China,61870,4,Delivered
SHIP00876,ORD00241,CONT69172,2025-01-02,2025-02-09,Chennai Port,Germany,129418,9,Delivered
SHIP00877,ORD02481,CONT18107,2025-12-01,2026-01-04,Tuticorin Port,Spain,111655,9,Delivered
SHIP00878,ORD02014,CONT85387,2025-01-08,2025-02-08,Tuticorin Port,USA,71916,2,In Transit
SHIP00879,ORD00536,CONT60909,2024-07-29,2024-08-16,Tuticorin Port,USA,94035,3,Delivered
SHIP00880,ORD02519,CONT31270,2024-06-27,2024-08-01,Chennai Port,France,148610,0,Delivered
SHIP00881,ORD00030,CONT72170,2025-09-07,2025-10-18,Tuticorin Port,France,48528,8,In Transit
SHIP00882,ORD00925,CONT66982,2025-10-10,2025-11-09,Tuticorin Port,Japan,140947,7,In Transit
SHIP00883,ORD00092,CONT29512,2025-03-06,2025-03-27,Tuticorin Port,Germany,63941,7,Delivered
SHIP00884,ORD00230,CONT98270,2025-08-30,2025-10-10,Chennai Port,Vietnam,117372,1,In Transit
SHIP00885,ORD00932,CONT62331,2024-11-26,2024-12-23,Tuticorin Port,Japan,139842,1,Delivered
SHIP00886,ORD00617,CONT46574,2024-05-06,2024-05-24,Tuticorin Port,South Korea,147040,9,Delivered
SHIP00887,ORD00834,CONT32538,2025-01-20,2025-02-07,Chennai Port,France,134624,6,Delivered
SHIP00888,ORD00198,CONT65650,2024-11-08,2024-12-06,Tuticorin Port,USA,37855,6,Delivered
SHIP00889,ORD00989,CONT32872,2025-02-06,2025-02-22,Tuticorin Port,Japan,31203,0,In Transit
SHIP00890,ORD01204,CONT96285,2024-02-14,2024-03-30,Chennai Port,USA,51246,3,Delivered
SHIP00891,ORD02426,CONT36252,2025-08-28,2025-10-09,Tuticorin Port,France,66298,0,Delivered
SHIP00892,ORD02170,CONT70692,2024-10-17,2024-11-01,Tuticorin Port,USA,138801,3,In Transit
SHIP00893,ORD01135,CONT99286,2024-09-29,2024-11-12,Tuticorin Port,France,144421,2,Delivered
SHIP00894,ORD01443,CONT73869,2025-10-29,2025-11-23,Tuticorin Port,Italy,88076,1,In Transit
SHIP00895,ORD00670,CONT13433,2025-08-16,2025-09-02,Tuticorin Port,China,83357,4,In Transit
SHIP00896,ORD02978,CONT19176,2025-11-23,2025-12-21,Tuticorin Port,Germany,46463,2,In Transit
SHIP00897,ORD00415,CONT78860,2024-05-12,2024-06-25,Chennai Port,Italy,49705,9,Delivered
SHIP00898,ORD01372,CONT95299,2024-02-26,2024-04-10,Chennai Port,Italy,72345,7,Delivered
SHIP00899,ORD01181,CONT62177,2025-04-09,2025-05-05,Tuticorin Port,Vietnam,78606,7,Delivered
SHIP00900,ORD01211,CONT46425,2025-09-12,2025-10-12,Chennai Port,Vietnam,34718,10,Delivered
SHIP00901,ORD02482,CONT59995,2025-03-12,2025-04-11,Tuticorin Port,South Korea,43370,3,In Transit
SHIP00902,ORD00259,CONT27923,2024-03-23,2024-04-10,Tuticorin Port,Japan,79965,8,In Transit
SHIP00903,ORD02911,CONT59462,2025-06-07,2025-07-22,Tuticorin Port,UK,87935,5,In Transit
SHIP00904,ORD02352,CONT84806,2024-07-23,2024-08-20,Tuticorin Port,South Korea,36595,0,Delivered
SHIP00905,ORD02396,CONT19288,2024-10-30,2024-12-12,Tuticorin Port,Spain,87423,8,Delivered
SHIP00906,ORD00135,CONT42378,2024-10-07,2024-10-25,Tuticorin Port,Vietnam,58063,10,Delivered
SHIP00907,ORD02135,CONT70122,2024-01-22,2024-02-28,Chennai Port,Italy,102732,6,In Transit
SHIP00908,ORD01038,CONT90562,2024-01-01,2024-01-25,Chennai Port,France,49301,4,Delivered
SHIP00909,ORD02826,CONT70005,2025-11-06,2025-11-28,Chennai Port,USA,127634,6,Delivered
SHIP00910,ORD02698,CONT99287,2024-11-28,2024-12-29,Tuticorin Port,Spain,125212,1,In Transit
SHIP00911,ORD00132,CONT72760,2025-11-15,2025-12-23,Chennai Port,France,122138,4,Delivered
SHIP00912,ORD01495,CONT62190,2025-04-29,2025-05-26,Tuticorin Port,China,140284,6,Delivered
SHIP00913,ORD00286,CONT14773,2025-09-08,2025-09-24,Tuticorin Port,Germany,95103,7,Delivered
SHIP00914,ORD01856,CONT97064,2025-01-24,2025-02-13,Tuticorin Port,Germany,47033,5,Delivered
SHIP00915,ORD00152,CONT68220,2024-04-23,2024-05-20,Tuticorin Port,Japan,100215,9,Delivered
SHIP00916,ORD02922,CONT42232,2024-02-09,2024-03-09,Tuticorin Port,Germany,46899,1,Delivered
SHIP00917,ORD02535,CONT21008,2025-11-13,2025-12-23,Tuticorin Port,Italy,123006,6,Delivered
SHIP00918,ORD02075,CONT32576,2024-05-08,2024-06-04,Chennai Port,Germany,120831,10,In Transit
SHIP00919,ORD02393,CONT16248,2024-02-14,2024-03-11,Tuticorin Port,Italy,55425,2,Delivered
SHIP00920,ORD02733,CONT90056,2025-01-03,2025-01-30,Chennai Port,Germany,71668,1,Delivered
SHIP00921,ORD01563,CONT77661,2025-02-09,2025-03-16,Tuticorin Port,France,71171,5,In Transit
SHIP00922,ORD02406,CONT46815,2024-06-29,2024-07-24,Tuticorin Port,Japan,54621,5,In Transit
SHIP00923,ORD01619,CONT51626,2024-08-27,2024-09-15,Chennai Port,France,102254,8,In Transit
SHIP00924,ORD00549,CONT43792,2025-01-17,2025-02-06,Chennai Port,Japan,104972,0,In Transit
SHIP00925,ORD01737,CONT30859,2025-03-16,2025-04-12,Tuticorin Port,Germany,30003,10,Delivered
SHIP00926,ORD00309,CONT10860,2024-08-10,2024-09-20,Chennai Port,Germany,81945,1,In Transit
SHIP00927,ORD00647,CONT68729,2025-09-11,2025-10-18,Chennai Port,UK,59039,5,In Transit
SHIP00928,ORD02081,CONT45134,2024-04-23,2024-05-09,Tuticorin Port,UK,121211,6,Delivered
SHIP00929,ORD02829,CONT43566,2025-02-04,2025-02-20,Chennai Port,UK,89076,8,Delivered
SHIP00930,ORD01830,CONT97321,2024-09-17,2024-10-21,Tuticorin Port,France,34315,4,In Transit
SHIP00931,ORD00325,CONT49459,2024-06-06,2024-06-29,Tuticorin Port,Vietnam,119600,7,In Transit
SHIP00932,ORD02871,CONT49862,2025-04-19,2025-05-23,Chennai Port,Vietnam,94041,5,In Transit
SHIP00933,ORD00623,CONT99506,2024-05-10,2024-06-05,Tuticorin Port,UK,61538,0,In Transit
SHIP00934,ORD01124,CONT15595,2025-07-01,2025-08-10,Tuticorin Port,Italy,149926,0,Delivered
SHIP00935,ORD02996,CONT94321,2024-10-09,2024-11-16,Chennai Port,China,95034,4,In Transit
SHIP00936,ORD02511,CONT94999,2024-12-11,2025-01-12,Tuticorin Port,Germany,143236,0,Delivered
SHIP00937,ORD00426,CONT31740,2024-10-27,2024-12-08,Chennai Port,USA,146535,6,Delivered
SHIP00938,ORD00144,CONT55990,2025-07-22,2025-08-11,Tuticorin Port,France,130978,4,In Transit
SHIP00939,ORD01992,CONT31863,2024-03-05,2024-04-05,Chennai Port,France,65564,10,In Transit
SHIP00940,ORD01095,CONT50255,2025-03-06,2025-03-27,Tuticorin Port,Vietnam,85724,9,In Transit
SHIP00941,ORD00565,CONT12398,2024-01-20,2024-02-19,Tuticorin Port,China,125027,4,Delivered
SHIP00942,ORD01902,CONT45222,2024-02-28,2024-04-07,Chennai Port,South Korea,115910,8,Delivered
SHIP00943,ORD00986,CONT60429,2024-10-29,2024-11-28,Chennai Port,Japan,92179,7,In Transit
SHIP00944,ORD00430,CONT41130,2024-03-07,2024-03-31,Chennai Port,China,36942,4,In Transit
SHIP00945,ORD00632,CONT83192,2024-10-10,2024-10-25,Chennai Port,South Korea,31752,5,Delivered
SHIP00946,ORD00069,CONT17908,2025-04-14,2025-05-08,Tuticorin Port,Italy,65108,3,In Transit
SHIP00947,ORD00358,CONT36670,2024-02-02,2024-02-27,Tuticorin Port,Italy,33535,2,Delivered
SHIP00948,ORD01941,CONT34796,2024-12-04,2024-12-30,Chennai Port,China,130125,5,In Transit
SHIP00949,ORD00490,CONT82046,2025-02-17,2025-03-18,Chennai Port,USA,113018,4,In Transit
SHIP00950,ORD00844,CONT11640,2024-04-04,2024-05-02,Tuticorin Port,Germany,99543,1,In Transit
SHIP00951,ORD02418,CONT70831,2025-04-26,2025-05-21,Chennai Port,USA,88890,4,In Transit
SHIP00952,ORD01005,CONT73991,2024-09-10,2024-10-08,Tuticorin Port,Japan,136157,3,In Transit
SHIP00953,ORD02341,CONT49696,2024-04-20,2024-05-10,Chennai Port,Italy,99740,3,In Transit
SHIP00954,ORD02493,CONT37488,2024-02-24,2024-03-23,Chennai Port,USA,139092,0,In Transit
SHIP00955,ORD01954,CONT51285,2024-03-25,2024-04-25,Tuticorin Port,Germany,139396,1,Delivered
SHIP00956,ORD02506,CONT43864,2024-01-13,2024-02-21,Tuticorin Port,USA,124886,0,In Transit
SHIP00957,ORD01502,CONT85510,2025-01-15,2025-01-31,Chennai Port,UK,108199,7,Delivered
SHIP00958,ORD02558,CONT18480,2024-01-03,2024-01-27,Chennai Port,Italy,106400,7,In Transit
SHIP00959,ORD00847,CONT52962,2025-09-24,2025-11-07,Tuticorin Port,Vietnam,41815,7,Delivered
SHIP00960,ORD01466,CONT14573,2025-10-22,2025-12-05,Tuticorin Port,Japan,92181,4,Delivered
SHIP00961,ORD00301,CONT25220,2025-05-11,2025-05-26,Chennai Port,Japan,62455,0,In Transit
SHIP00962,ORD02991,CONT91001,2025-06-24,2025-08-05,Chennai Port,France,64554,0,Delivered
SHIP00963,ORD00810,CONT86035,2025-04-16,2025-05-15,Tuticorin Port,Germany,35320,5,In Transit
SHIP00964,ORD02096,CONT96253,2025-06-26,2025-07-17,Chennai Port,Spain,33452,8,In Transit
SHIP00965,ORD02781,CONT98723,2024-03-30,2024-05-13,Chennai Port,South Korea,44831,2,In Transit
SHIP00966,ORD01356,CONT89926,2024-06-25,2024-07-30,Tuticorin Port,Italy,127475,10,In Transit
SHIP00967,ORD02090,CONT97583,2025-06-17,2025-07-18,Chennai Port,Vietnam,147858,2,In Transit
SHIP00968,ORD00930,CONT45112,2024-07-09,2024-07-24,Chennai Port,Italy,148237,6,Delivered
SHIP00969,ORD00360,CONT40312,2025-09-18,2025-10-03,Tuticorin Port,Vietnam,89486,10,Delivered
SHIP00970,ORD02627,CONT98926,2024-08-06,2024-09-07,Chennai Port,USA,120773,6,In Transit
SHIP00971,ORD00078,CONT11241,2024-09-09,2024-10-20,Tuticorin Port,Spain,51934,1,In Transit
SHIP00972,ORD01894,CONT40423,2025-11-14,2025-12-06,Tuticorin Port,France,139527,1,In Transit
SHIP00973,ORD02460,CONT97629,2024-07-02,2024-08-14,Tuticorin Port,Japan,31588,6,In Transit
SHIP00974,ORD01224,CONT61855,2024-03-11,2024-04-05,Chennai Port,Spain,64591,1,Delivered
SHIP00975,ORD01146,CONT72466,2025-11-14,2025-12-06,Chennai Port,Vietnam,31469,10,Delivered
SHIP00976,ORD01893,CONT36056,2024-06-14,2024-06-30,Tuticorin Port,Germany,121157,2,In Transit
SHIP00977,ORD01861,CONT25629,2025-09-05,2025-09-27,Tuticorin Port,Japan,54666,8,Delivered
SHIP00978,ORD01570,CONT82513,2024-09-08,2024-09-30,Chennai Port,China,133994,4,Delivered
SHIP00979,ORD02154,CONT13966,2025-08-19,2025-09-05,Tuticorin Port,Italy,149610,4,In Transit
SHIP00980,ORD02666,CONT76753,2025-08-13,2025-09-18,Chennai Port,UK,125092,9,In Transit
SHIP00981,ORD00240,CONT55793,2025-02-06,2025-03-01,Chennai Port,USA,62922,9,In Transit
SHIP00982,ORD01794,CONT48938,2024-02-04,2024-02-22,Chennai Port,Japan,113486,3,Delivered
SHIP00983,ORD01914,CONT23266,2025-06-04,2025-07-03,Chennai Port,Germany,140059,0,In Transit
SHIP00984,ORD01018,CONT30317,2024-04-10,2024-05-20,Chennai Port,UK,141232,7,Delivered
SHIP00985,ORD02310,CONT28344,2024-10-19,2024-11-09,Tuticorin Port,China,75060,0,In Transit
SHIP00986,ORD01948,CONT59226,2024-01-24,2024-03-07,Tuticorin Port,Vietnam,77503,1,In Transit
SHIP00987,ORD02457,CONT54395,2024-02-27,2024-03-27,Tuticorin Port,Germany,33704,4,In Transit
SHIP00988,ORD00484,CONT16770,2024-08-08,2024-09-01,Tuticorin Port,UK,69920,4,Delivered
SHIP00989,ORD01711,CONT71669,2025-01-28,2025-03-09,Tuticorin Port,South Korea,30411,0,In Transit
SHIP00990,ORD00074,CONT87480,2024-04-14,2024-05-13,Chennai Port,Vietnam,61423,9,In Transit
SHIP00991,ORD02642,CONT57199,2025-01-04,2025-01-22,Chennai Port,France,120282,5,Delivered
SHIP00992,ORD02556,CONT61820,2025-06-09,2025-07-11,Chennai Port,Spain,90059,8,In Transit
SHIP00993,ORD01030,CONT66482,2025-11-13,2025-12-11,Tuticorin Port,USA,59233,5,In Transit
SHIP00994,ORD00779,CONT79815,2025-07-07,2025-07-22,Chennai Port,USA,117106,1,In Transit
SHIP00995,ORD01182,CONT71707,2024-08-18,2024-09-12,Tuticorin Port,UK,141190,4,Delivered
SHIP00996,ORD02956,CONT67173,2025-08-29,2025-09-17,Chennai Port,Spain,133354,7,Delivered
SHIP00997,ORD01854,CONT78099,2025-04-02,2025-05-10,Tuticorin Port,Spain,121960,4,In Transit
SHIP00998,ORD00866,CONT46807,2024-11-11,2024-11-27,Tuticorin Port,Japan,72854,10,Delivered
SHIP00999,ORD00427,CONT66803,2025-10-16,2025-11-11,Chennai Port,Japan,62681,8,Delivered
SHIP01000,ORD02256,CONT55416,2025-09-18,2025-10-10,Chennai Port,Spain,128313,9,In Transit
SHIP01001,ORD00103,CONT95012,2025-09-22,2025-10-12,Tuticorin Port,China,127493,7,In Transit
SHIP01002,ORD02686,CONT12825,2024-09-04,2024-10-03,Tuticorin Port,Italy,38278,6,In Transit
SHIP01003,ORD00512,CONT50159,2025-01-19,2025-02-14,Chennai Port,Spain,68452,4,In Transit
SHIP01004,ORD02277,CONT13975,2025-02-12,2025-03-24,Chennai Port,Vietnam,125446,0,In Transit
SHIP01005,ORD00902,CONT46468,2025-05-05,2025-06-11,Chennai Port,Italy,111930,10,Delivered
SHIP01006,ORD02547,CONT41005,2024-12-15,2025-01-06,Chennai Port,Germany,35115,0,Delivered
SHIP01007,ORD01335,CONT30345,2024-10-21,2024-11-29,Tuticorin Port,France,87272,2,Delivered
SHIP01008,ORD00550,CONT56392,2025-07-17,2025-08-12,Chennai Port,USA,132527,9,Delivered
SHIP01009,ORD02523,CONT43262,2025-06-23,2025-07-25,Tuticorin Port,Vietnam,123375,7,Delivered
SHIP01010,ORD02356,CONT92961,2025-08-09,2025-09-17,Chennai Port,USA,96135,4,In Transit
SHIP01011,ORD01354,CONT32955,2024-09-09,2024-10-10,Chennai Port,USA,89787,0,In Transit
SHIP01012,ORD02873,CONT90650,2025-07-13,2025-07-30,Chennai Port,UK,138459,1,In Transit
SHIP01013,ORD01234,CONT76890,2025-02-08,2025-03-14,Tuticorin Port,South Korea,141588,8,Delivered
SHIP01014,ORD02308,CONT50165,2025-09-02,2025-10-15,Tuticorin Port,China,97061,4,Delivered
SHIP01015,ORD01067,CONT33112,2024-09-26,2024-10-20,Tuticorin Port,Germany,92570,9,In Transit
SHIP01016,ORD00318,CONT64831,2024-07-02,2024-08-13,Tuticorin Port,Germany,106006,7,Delivered
SHIP01017,ORD02646,CONT96223,2025-01-08,2025-01-30,Chennai Port,Italy,64138,6,Delivered
SHIP01018,ORD02648,CONT84778,2024-07-08,2024-08-19,Chennai Port,USA,117300,8,Delivered
SHIP01019,ORD02308,CONT11544,2025-09-14,2025-10-16,Chennai Port,Japan,142958,3,Delivered
SHIP01020,ORD00068,CONT13098,2025-10-08,2025-10-26,Chennai Port,South Korea,100831,5,In Transit
SHIP01021,ORD02000,CONT67852,2024-08-23,2024-09-19,Chennai Port,South Korea,140131,4,Delivered
SHIP01022,ORD01866,CONT19734,2024-12-07,2025-01-12,Tuticorin Port,South Korea,107354,10,In Transit
SHIP01023,ORD02607,CONT85939,2025-02-28,2025-04-03,Tuticorin Port,Japan,103916,7,Delivered
