Inspection_ID,Batch_No,Leather_Grade,Thickness_mm,Color_Consistency,Tensile_Strength,Moisture,Defects,Inspection_Result,Rejected_Qty,Inspector
Q01067,B00086,B,1.9,96.1,29.6,13.3,Scars,Pass,15,Inspector 3
Q01068,B01574,A+,1.26,84.0,19.1,10.9,No Defect,Pass,0,Inspector 6
Q01069,B05128,A,2.0,97.8,33.2,11.6,No Defect,Pass,11,Inspector 8
Q01070,B01997,B,0.81,82.7,27.8,9.5,Pinholes,Pass,17,Inspector 6
Q01071,B00542,C,1.23,81.3,31.4,8.8,Pinholes,Pass,14,Inspector 10
Q01072,B07697,A+,0.98,88.5,34.1,14.5,No Defect,Pass,24,Inspector 1
Q01073,B05852,A,1.79,81.1,29.7,11.3,No Defect,Pass,7,Inspector 1
Q01074,B00548,A,0.91,98.7,33.0,10.5,No Defect,Pass,7,Inspector 9
Q01075,B05512,A,1.49,88.5,26.6,12.2,No Defect,Pass,4,Inspector 4
Q01076,B02648,A,2.18,90.6,31.4,9.1,No Defect,Pass,8,Inspector 4
Q01077,B03075,A,1.17,84.5,28.1,10.1,No Defect,Pass,19,Inspector 1
Q01078,B01784,A,0.82,95.2,33.5,13.9,No Defect,Pass,14,Inspector 4
Q01079,B05040,A,1.92,90.0,15.6,9.2,No Defect,Pass,9,Inspector 9
Q01080,B07618,A,1.12,99.7,24.2,12.8,No Defect,Pass,29,Inspector 8
Q01081,B01131,A,1.73,98.0,15.6,9.9,No Defect,Pass,9,Inspector 5
Q01082,B01623,A+,2.17,81.7,31.9,12.9,No Defect,Pass,7,Inspector 8
Q01083,B05342,A,1.28,98.2,31.6,12.6,No Defect,Pass,5,Inspector 9
Q01084,B03860,A+,2.01,95.2,18.8,9.8,No Defect,Pass,23,Inspector 6
Q01085,B06953,B,0.91,96.3,23.3,14.4,Loose Grain,Pass,10,Inspector 8
Q01086,B03973,B,0.87,82.4,22.6,14.6,Wrinkles,Pass,18,Inspector 6
Q01087,B00850,B,0.98,84.6,23.6,12.9,Pinholes,Pass,7,Inspector 8
Q01088,B02061,A,0.85,88.0,28.0,10.3,No Defect,Pass,10,Inspector 8
Q01089,B06970,A+,1.3,90.6,24.2,13.4,No Defect,Pass,0,Inspector 1
Q01090,B01667,B,1.28,89.2,29.8,9.3,Loose Grain,Pass,17,Inspector 4
Q01091,B05134,A+,2.17,96.3,19.8,12.2,No Defect,Pass,10,Inspector 2
Q01092,B05655,B,1.11,87.1,19.1,11.9,Loose Grain,Pass,10,Inspector 8
Q01093,B02984,A,0.9,94.7,21.6,11.1,No Defect,Pass,16,Inspector 3
Q01094,B07355,A,1.58,84.2,25.5,8.2,No Defect,Pass,4,Inspector 4
Q01095,B05328,B,1.49,80.2,33.7,13.6,Scars,Pass,3,Inspector 3
Q01096,B05062,A,1.22,91.7,34.7,12.8,No Defect,Pass,29,Inspector 5
Q01097,B02865,B,0.89,89.8,25.6,10.2,Scars,Pass,5,Inspector 7
Q01098,B01972,A,0.89,84.5,21.8,14.3,No Defect,Pass,6,Inspector 8
Q01099,B00672,A+,1.24,97.9,15.9,12.2,No Defect,Pass,8,Inspector 2
Q01100,B00046,A,1.6,94.9,23.2,8.8,No Defect,Pass,7,Inspector 4
Q01101,B04752,A,1.66,80.0,23.7,8.7,No Defect,Pass,24,Inspector 1
Q01102,B01852,A,0.88,85.1,31.9,14.4,No Defect,Pass,12,Inspector 3
Q01103,B05709,A,0.98,96.8,18.2,12.9,No Defect,Pass,0,Inspector 10
Q01104,B01960,A+,2.2,95.8,16.1,13.3,No Defect,Pass,1,Inspector 10
Q01105,B03032,A,0.89,87.5,34.9,9.2,No Defect,Pass,26,Inspector 10
Q01106,B05298,C,1.21,92.6,22.5,14.1,Uneven Dye,Pass,22,Inspector 4
Q01107,B07318,A,0.97,84.6,17.4,12.5,No Defect,Pass,27,Inspector 2
Q01108,B06057,B,1.62,94.7,18.0,9.0,Pinholes,Pass,20,Inspector 2
Q01109,B02819,A,1.48,87.8,23.3,9.4,No Defect,Pass,23,Inspector 6
Q01110,B07347,A,1.74,84.5,18.7,8.3,No Defect,Pass,19,Inspector 7
Q01111,B01880,C,0.83,95.8,34.9,14.1,Wrinkles,Pass,29,Inspector 5
Q01112,B00270,Rejected,0.85,82.7,33.5,9.9,Scars,Fail,0,Inspector 3
Q01113,B00764,B,1.06,90.4,29.2,9.5,Loose Grain,Pass,8,Inspector 5
Q01114,B02225,A,1.64,97.7,34.8,11.8,No Defect,Pass,30,Inspector 6
Q01115,B03156,Rejected,1.81,98.6,27.0,12.6,Scars,Fail,24,Inspector 2
Q01116,B02523,B,1.16,84.7,26.2,11.6,Wrinkles,Pass,10,Inspector 5
Q01117,B01409,A,1.72,83.7,16.5,11.8,No Defect,Pass,4,Inspector 10
Q01118,B06219,B,1.94,90.4,15.5,8.8,Scars,Pass,27,Inspector 8
Q01119,B06492,A+,1.87,81.1,34.1,9.8,No Defect,Pass,11,Inspector 10
Q01120,B03269,A,1.2,87.5,17.8,11.9,No Defect,Pass,20,Inspector 5
Q01121,B02124,A,1.01,81.0,19.9,14.3,No Defect,Pass,26,Inspector 5
Q01122,B00533,A+,1.68,95.2,21.2,12.3,No Defect,Pass,12,Inspector 3
Q01123,B02858,C,2.01,87.6,30.0,11.6,Pinholes,Pass,27,Inspector 2
Q01124,B02613,B,1.2,80.5,32.9,11.1,Scars,Pass,18,Inspector 5
Q01125,B01472,B,1.5,97.2,27.2,11.5,Loose Grain,Pass,26,Inspector 4
Q01126,B07191,A,2.05,98.3,15.1,11.5,No Defect,Pass,0,Inspector 8
Q01127,B01346,A,1.48,91.7,15.2,11.9,No Defect,Pass,21,Inspector 2
Q01128,B00870,A+,0.96,88.8,23.1,12.8,No Defect,Pass,20,Inspector 4
Q01129,B05088,B,1.06,80.2,16.9,8.1,Loose Grain,Pass,19,Inspector 2
Q01130,B00149,Rejected,1.61,83.8,32.6,13.1,Pinholes,Fail,24,Inspector 9
Q01131,B01966,A,1.19,90.7,24.9,9.9,No Defect,Pass,4,Inspector 10
Q01132,B03398,B,1.92,85.3,19.1,12.1,Pinholes,Pass,8,Inspector 5
Q01133,B06771,C,1.73,98.2,15.7,10.0,Loose Grain,Pass,28,Inspector 2
Q01134,B07375,B,0.87,86.9,23.5,10.1,Loose Grain,Pass,7,Inspector 7
Q01135,B07113,A,1.64,94.9,23.2,14.2,No Defect,Pass,28,Inspector 6
Q01136,B02260,A,1.81,88.4,27.7,13.5,No Defect,Pass,3,Inspector 1
Q01137,B00069,C,0.97,89.0,16.6,8.7,Uneven Dye,Pass,5,Inspector 4
Q01138,B02471,A,1.74,87.6,26.2,8.5,No Defect,Pass,6,Inspector 9
Q01139,B00675,A,1.63,83.7,22.9,12.3,No Defect,Pass,12,Inspector 8
Q01140,B07140,B,0.95,83.1,20.0,14.7,Pinholes,Pass,10,Inspector 7
Q01141,B05030,A+,2.19,93.8,19.4,14.8,No Defect,Pass,9,Inspector 7
Q01142,B03681,A,0.88,93.5,20.4,9.8,No Defect,Pass,13,Inspector 5
Q01143,B06611,B,1.61,97.2,28.2,12.9,Scars,Pass,16,Inspector 2
Q01144,B07035,C,1.24,96.5,29.3,8.7,Uneven Dye,Pass,18,Inspector 3
Q01145,B01818,A+,0.88,82.2,30.4,12.9,No Defect,Pass,12,Inspector 8
Q01146,B03088,C,1.5,98.9,16.0,13.6,Pinholes,Pass,0,Inspector 8
Q01147,B03346,B,2.07,82.5,19.4,12.6,Pinholes,Pass,22,Inspector 10
Q01148,B06424,A+,1.73,94.7,16.2,9.0,No Defect,Pass,30,Inspector 8
Q01149,B00641,C,1.42,93.9,22.3,10.0,Loose Grain,Pass,16,Inspector 2
Q01150,B06541,B,1.25,88.8,22.9,10.9,Loose Grain,Pass,25,Inspector 3
Q01151,B03087,A,1.39,87.6,29.7,9.8,No Defect,Pass,18,Inspector 7
Q01152,B05920,B,0.94,92.7,31.2,8.4,Uneven Dye,Pass,25,Inspector 3
Q01153,B01759,C,1.82,87.7,21.1,8.2,Pinholes,Pass,10,Inspector 9
Q01154,B04698,B,1.16,81.8,21.0,8.3,Uneven Dye,Pass,16,Inspector 4
Q01155,B05939,A+,1.69,98.7,28.8,11.7,No Defect,Pass,24,Inspector 8
Q01156,B06903,A,1.34,81.7,18.3,12.0,No Defect,Pass,17,Inspector 4
Q01157,B07674,A,2.12,97.7,23.2,13.2,No Defect,Pass,1,Inspector 1
Q01158,B07558,C,0.91,97.5,23.9,10.4,Scars,Pass,16,Inspector 1
Q01159,B04386,C,2.03,95.3,20.4,12.6,Scars,Pass,18,Inspector 1
Q01160,B00097,B,1.37,96.2,22.4,8.6,Loose Grain,Pass,2,Inspector 10
Q01161,B04025,B,1.91,92.0,19.5,14.1,Scars,Pass,1,Inspector 4
Q01162,B05186,A+,0.82,83.4,22.8,12.2,No Defect,Pass,6,Inspector 6
Q01163,B00908,B,1.74,89.0,34.5,9.5,Scars,Pass,29,Inspector 10
Q01164,B03375,A,0.9,90.5,31.2,12.0,No Defect,Pass,1,Inspector 7
Q01165,B04089,A+,1.93,95.5,18.3,8.3,No Defect,Pass,23,Inspector 7
Q01166,B04377,A+,0.93,99.0,16.9,10.2,No Defect,Pass,12,Inspector 3
Q01167,B05432,A,1.22,91.6,26.0,11.4,No Defect,Pass,1,Inspector 2
Q01168,B04179,A,1.17,90.9,32.5,9.8,No Defect,Pass,16,Inspector 1
Q01169,B06311,A,2.06,82.7,34.6,8.1,No Defect,Pass,14,Inspector 6
Q01170,B00456,A,1.32,80.9,26.2,8.7,No Defect,Pass,11,Inspector 6
Q01171,B00709,A,1.15,80.9,18.9,11.4,No Defect,Pass,28,Inspector 10
Q01172,B03894,B,1.44,85.6,23.1,11.5,Pinholes,Pass,28,Inspector 3
Q01173,B07292,A+,1.2,95.5,30.8,12.6,No Defect,Pass,14,Inspector 8
Q01174,B07912,A,0.86,85.7,19.7,14.8,No Defect,Pass,10,Inspector 4
Q01175,B02078,A+,0.95,92.9,33.0,8.8,No Defect,Pass,21,Inspector 4
Q01176,B01779,A,1.36,85.9,34.9,8.9,No Defect,Pass,27,Inspector 9
Q01177,B07983,Rejected,2.06,95.7,21.3,12.6,Pinholes,Fail,1,Inspector 7
Q01178,B06540,A+,1.81,89.9,32.2,11.8,No Defect,Pass,28,Inspector 10
Q01179,B01650,A+,2.13,83.1,16.6,12.4,No Defect,Pass,16,Inspector 5
Q01180,B04596,Rejected,1.1,95.3,21.1,10.5,Wrinkles,Fail,2,Inspector 2
Q01181,B06884,A,2.18,80.2,32.4,11.7,No Defect,Pass,21,Inspector 8
Q01182,B03780,Rejected,1.95,97.3,27.8,10.1,Uneven Dye,Fail,12,Inspector 3
Q01183,B00031,B,1.71,80.9,16.6,14.0,Uneven Dye,Pass,26,Inspector 10
Q01184,B02904,A,1.56,87.4,26.5,13.0,No Defect,Pass,10,Inspector 4
Q01185,B01155,A+,1.47,93.0,28.1,9.5,No Defect,Pass,17,Inspector 5
Q01186,B06121,A,1.54,94.6,16.0,13.6,No Defect,Pass,8,Inspector 8
Q01187,B05853,A+,1.16,97.3,24.6,9.2,No Defect,Pass,12,Inspector 8
Q01188,B04328,A,0.81,94.6,33.5,8.4,No Defect,Pass,26,Inspector 10
Q01189,B02846,A+,2.17,88.7,29.2,11.9,No Defect,Pass,15,Inspector 10
Q01190,B04453,A,1.17,92.6,21.3,13.7,No Defect,Pass,22,Inspector 7
Q01191,B03301,A+,1.89,96.1,34.6,13.9,No Defect,Pass,14,Inspector 9
Q01192,B00059,A+,1.3,83.6,20.7,13.4,No Defect,Pass,10,Inspector 9
Q01193,B02466,A,1.84,97.8,26.9,12.4,No Defect,Pass,10,Inspector 4
Q01194,B03998,A,1.08,96.3,20.1,14.1,No Defect,Pass,12,Inspector 2
Q01195,B04909,A+,1.65,87.2,25.7,9.5,No Defect,Pass,7,Inspector 1
Q01196,B01943,A,1.62,81.8,29.0,14.5,No Defect,Pass,14,Inspector 2
Q01197,B05103,A,1.8,94.7,18.1,12.8,No Defect,Pass,29,Inspector 2
Q01198,B03687,B,1.89,95.4,18.9,10.1,Pinholes,Pass,22,Inspector 4
Q01199,B03382,A,1.92,94.2,31.4,14.8,No Defect,Pass,18,Inspector 5
Q01200,B06947,A+,0.99,87.7,28.0,11.1,No Defect,Pass,23,Inspector 9
Q01201,B06962,B,1.85,81.8,16.6,14.5,Uneven Dye,Pass,9,Inspector 7
Q01202,B02364,B,1.23,99.7,34.6,11.2,Uneven Dye,Pass,20,Inspector 8
Q01203,B01110,A,0.96,87.0,26.5,13.3,No Defect,Pass,0,Inspector 7
Q01204,B03734,A,0.84,83.2,19.9,14.6,No Defect,Pass,25,Inspector 7
Q01205,B04955,C,1.65,90.4,16.8,12.0,Pinholes,Pass,15,Inspector 10
Q01206,B04746,Rejected,1.57,80.9,28.5,11.6,Loose Grain,Fail,21,Inspector 10
Q01207,B03437,A+,1.76,94.1,27.7,13.4,No Defect,Pass,5,Inspector 8
Q01208,B03378,A+,2.13,98.2,26.7,11.1,No Defect,Pass,20,Inspector 2
Q01209,B06675,A,0.89,82.5,16.3,13.0,No Defect,Pass,20,Inspector 1
Q01210,B00707,A,1.86,85.5,27.1,14.5,No Defect,Pass,4,Inspector 9
Q01211,B05544,A,0.98,85.4,22.3,11.6,No Defect,Pass,29,Inspector 2
Q01212,B00885,B,1.75,85.5,24.7,8.1,Wrinkles,Pass,11,Inspector 10
Q01213,B04208,B,1.78,97.3,33.7,8.5,Scars,Pass,11,Inspector 1
Q01214,B03533,A,1.31,90.8,24.2,8.6,No Defect,Pass,30,Inspector 3
Q01215,B01147,A+,0.94,96.0,18.5,12.0,No Defect,Pass,21,Inspector 1
Q01216,B06290,B,1.39,88.1,23.2,12.9,Pinholes,Pass,15,Inspector 2
Q01217,B06913,A+,1.03,99.0,32.1,13.1,No Defect,Pass,29,Inspector 1
Q01218,B06677,A+,1.94,97.7,30.8,12.5,No Defect,Pass,4,Inspector 4
Q01219,B04172,A+,1.27,82.5,23.0,14.2,No Defect,Pass,18,Inspector 1
Q01220,B01950,A,0.99,89.5,32.7,11.1,No Defect,Pass,27,Inspector 7
Q01221,B03119,B,1.19,81.7,23.6,10.1,Uneven Dye,Pass,27,Inspector 4
Q01222,B04924,A+,1.43,82.4,17.3,12.1,No Defect,Pass,24,Inspector 5
Q01223,B05823,A,1.18,90.8,25.8,14.4,No Defect,Pass,15,Inspector 4
Q01224,B01486,B,2.12,88.4,17.0,13.1,Scars,Pass,25,Inspector 4
Q01225,B01574,A,1.08,81.2,31.5,12.2,No Defect,Pass,12,Inspector 8
Q01226,B03507,A,1.1,94.9,27.2,10.3,No Defect,Pass,26,Inspector 3
Q01227,B03349,A,0.87,88.5,20.5,11.9,No Defect,Pass,4,Inspector 4
Q01228,B05166,A,1.84,81.8,30.3,10.9,No Defect,Pass,28,Inspector 3
Q01229,B05826,A,1.62,90.6,35.0,14.1,No Defect,Pass,10,Inspector 1
Q01230,B03967,A,1.39,92.1,31.1,12.5,No Defect,Pass,19,Inspector 2
Q01231,B06677,A+,1.11,91.5,25.8,8.1,No Defect,Pass,19,Inspector 9
Q01232,B01022,A,1.67,99.9,15.5,14.6,No Defect,Pass,27,Inspector 5
Q01233,B07061,C,0.9,99.1,17.2,9.6,Pinholes,Pass,19,Inspector 4
Q01234,B04728,A+,1.44,94.0,20.2,10.9,No Defect,Pass,22,Inspector 3
Q01235,B04675,A,1.57,90.9,24.2,12.7,No Defect,Pass,1,Inspector 10
Q01236,B05777,B,1.5,83.4,34.7,13.6,Scars,Pass,21,Inspector 10
Q01237,B03711,B,1.35,86.7,19.8,10.8,Uneven Dye,Pass,23,Inspector 4
Q01238,B04680,C,1.71,99.9,23.5,11.1,Scars,Pass,9,Inspector 7
Q01239,B02292,B,1.73,87.6,31.6,10.6,Uneven Dye,Pass,23,Inspector 2
Q01240,B05345,C,1.38,93.5,20.5,14.2,Wrinkles,Pass,3,Inspector 6
Q01241,B00987,A+,1.15,90.4,16.0,9.2,No Defect,Pass,27,Inspector 2
Q01242,B06184,A,0.87,99.7,18.6,8.6,No Defect,Pass,27,Inspector 1
Q01243,B05955,A,1.5,95.7,20.4,10.3,No Defect,Pass,0,Inspector 1
Q01244,B00805,B,1.91,92.0,16.3,11.8,Uneven Dye,Pass,1,Inspector 3
Q01245,B07659,A,1.19,80.5,24.2,14.7,No Defect,Pass,27,Inspector 8
Q01246,B00001,C,1.9,86.5,27.2,8.2,Loose Grain,Pass,3,Inspector 6
Q01247,B06644,A,1.51,93.2,18.1,14.3,No Defect,Pass,1,Inspector 6
Q01248,B04561,B,2.02,85.2,19.9,14.3,Loose Grain,Pass,11,Inspector 7
Q01249,B07653,A,1.31,85.8,27.9,11.8,No Defect,Pass,15,Inspector 6
Q01250,B06116,A,1.91,81.9,29.4,9.3,No Defect,Pass,12,Inspector 1
Q01251,B06845,B,1.21,97.6,30.4,9.1,Loose Grain,Pass,4,Inspector 4
Q01252,B02614,A+,1.37,93.9,34.4,13.8,No Defect,Pass,28,Inspector 6
Q01253,B01180,A+,1.48,98.0,19.2,9.2,No Defect,Pass,0,Inspector 3
Q01254,B06939,B,1.16,89.3,31.4,10.9,Uneven Dye,Pass,11,Inspector 6
Q01255,B01894,C,1.67,99.4,21.6,11.5,Scars,Pass,25,Inspector 8
Q01256,B00073,A+,2.06,80.3,32.5,9.4,No Defect,Pass,25,Inspector 5
Q01257,B01684,A+,1.01,86.9,34.6,10.6,No Defect,Pass,20,Inspector 8
Q01258,B00887,A,2.05,94.8,29.3,13.5,No Defect,Pass,7,Inspector 9
Q01259,B03963,C,1.64,90.2,30.6,10.7,Wrinkles,Pass,18,Inspector 4
Q01260,B02574,B,2.05,95.0,28.6,10.0,Uneven Dye,Pass,10,Inspector 8
Q01261,B04752,C,1.23,96.8,21.3,10.9,Uneven Dye,Pass,14,Inspector 7
Q01262,B00828,B,1.68,92.7,16.5,11.8,Scars,Pass,2,Inspector 3
Q01263,B07802,B,1.5,87.6,20.6,13.8,Loose Grain,Pass,11,Inspector 5
Q01264,B07368,A,1.98,93.9,20.7,9.0,No Defect,Pass,5,Inspector 1
Q01265,B07802,B,1.48,93.4,20.8,12.7,Loose Grain,Pass,4,Inspector 10
Q01266,B06590,A,1.11,85.9,18.5,13.9,No Defect,Pass,10,Inspector 1
Q01267,B01209,A,0.96,86.9,34.3,13.4,No Defect,Pass,19,Inspector 8
Q01268,B02661,B,1.05,80.7,22.8,14.3,Wrinkles,Pass,7,Inspector 9
Q01269,B03843,B,2.0,81.1,33.7,14.7,Loose Grain,Pass,26,Inspector 10
Q01270,B06145,B,2.03,99.2,27.3,11.9,Scars,Pass,26,Inspector 1
Q01271,B01142,A,1.92,96.0,28.8,10.9,No Defect,Pass,17,Inspector 8
Q01272,B07649,B,2.0,90.9,30.5,12.3,Pinholes,Pass,11,Inspector 5
Q01273,B03165,A,1.54,89.7,31.2,14.4,No Defect,Pass,7,Inspector 8
Q01274,B00235,B,2.05,92.5,25.3,11.4,Pinholes,Pass,29,Inspector 2
Q01275,B01128,A+,1.52,90.5,17.6,9.2,No Defect,Pass,14,Inspector 5
Q01276,B05362,A,1.84,98.4,18.0,13.2,No Defect,Pass,7,Inspector 5
Q01277,B01416,A,1.53,92.3,16.3,12.8,No Defect,Pass,21,Inspector 9
Q01278,B03578,B,1.67,89.3,34.1,9.2,Uneven Dye,Pass,8,Inspector 7
Q01279,B05390,C,2.11,85.0,15.4,9.8,Scars,Pass,21,Inspector 8
Q01280,B04726,C,1.22,82.8,18.0,10.3,Scars,Pass,25,Inspector 7
Q01281,B04056,B,1.37,90.9,18.3,9.5,Pinholes,Pass,17,Inspector 9
Q01282,B00174,A,1.88,99.8,20.9,9.5,No Defect,Pass,14,Inspector 1
Q01283,B02495,A,1.11,86.6,28.4,15.0,No Defect,Pass,18,Inspector 3
Q01284,B03188,A,1.93,84.4,16.3,13.8,No Defect,Pass,16,Inspector 6
Q01285,B06705,A+,1.73,92.9,28.0,13.1,No Defect,Pass,6,Inspector 10
Q01286,B02130,A,1.99,84.0,24.6,14.9,No Defect,Pass,26,Inspector 5
Q01287,B02032,C,1.48,98.6,25.6,13.4,Pinholes,Pass,25,Inspector 5
Q01288,B02373,A,1.94,99.7,27.0,12.4,No Defect,Pass,3,Inspector 10
Q01289,B07783,A,0.8,90.3,29.8,9.7,No Defect,Pass,26,Inspector 8
Q01290,B00845,Rejected,0.87,88.5,31.1,11.7,Wrinkles,Fail,8,Inspector 6
Q01291,B03122,A+,1.47,97.7,31.2,10.2,No Defect,Pass,0,Inspector 6
Q01292,B04432,C,1.94,84.9,20.4,9.4,Uneven Dye,Pass,9,Inspector 7
Q01293,B04517,A,1.54,80.9,33.7,9.1,No Defect,Pass,25,Inspector 10
Q01294,B02760,C,2.15,81.9,24.4,13.3,Wrinkles,Pass,16,Inspector 7
Q01295,B02094,B,1.6,97.2,18.7,14.4,Wrinkles,Pass,15,Inspector 8
Q01296,B04776,A,1.07,83.9,29.4,9.5,No Defect,Pass,21,Inspector 5
Q01297,B02224,C,1.49,98.7,17.3,8.7,Uneven Dye,Pass,9,Inspector 3
Q01298,B03580,A,1.15,92.5,15.8,13.0,No Defect,Pass,0,Inspector 6
Q01299,B03324,A,0.95,85.7,20.9,11.7,No Defect,Pass,0,Inspector 8
Q01300,B04487,B,1.52,88.2,15.9,10.6,Uneven Dye,Pass,5,Inspector 3
Q01301,B05015,A,2.07,93.0,27.7,9.8,No Defect,Pass,30,Inspector 1
Q01302,B00102,B,1.17,83.3,19.1,14.3,Scars,Pass,11,Inspector 1
Q01303,B07133,A,0.86,85.8,16.3,10.7,No Defect,Pass,23,Inspector 1
Q01304,B03297,A,1.59,98.9,24.7,9.7,No Defect,Pass,9,Inspector 8
Q01305,B06558,A,1.36,98.0,33.5,13.8,No Defect,Pass,0,Inspector 1
Q01306,B04093,B,1.57,99.4,26.5,8.7,Pinholes,Pass,27,Inspector 7
Q01307,B03302,A,0.99,93.4,26.9,12.5,No Defect,Pass,6,Inspector 2
Q01308,B03299,A,0.97,95.2,19.2,11.1,No Defect,Pass,15,Inspector 5
Q01309,B05177,B,1.92,98.8,24.9,13.3,Scars,Pass,5,Inspector 5
Q01310,B04787,Rejected,1.27,91.1,20.8,13.0,Uneven Dye,Fail,25,Inspector 4
Q01311,B01438,A,1.08,99.8,21.8,11.4,No Defect,Pass,20,Inspector 6
Q01312,B01927,C,0.81,80.3,28.7,10.7,Pinholes,Pass,11,Inspector 5
Q01313,B00779,A,1.06,93.5,29.2,11.3,No Defect,Pass,4,Inspector 5
Q01314,B00354,A,1.09,89.6,31.8,11.4,No Defect,Pass,11,Inspector 4
Q01315,B01200,B,0.92,83.5,34.1,14.4,Scars,Pass,26,Inspector 2
Q01316,B00373,A,1.1,83.5,26.8,12.9,No Defect,Pass,12,Inspector 8
Q01317,B03522,A+,1.28,87.8,21.9,13.7,No Defect,Pass,7,Inspector 5
Q01318,B07302,A,1.14,82.9,31.6,14.5,No Defect,Pass,25,Inspector 3
Q01319,B01916,A,1.34,84.6,28.5,13.8,No Defect,Pass,4,Inspector 9
Q01320,B02066,A+,1.48,97.3,20.8,12.5,No Defect,Pass,2,Inspector 8
Q01321,B01788,A+,1.43,93.9,31.6,13.1,No Defect,Pass,30,Inspector 4
Q01322,B06993,C,1.85,93.9,19.9,10.1,Scars,Pass,10,Inspector 10
Q01323,B05569,A,1.02,85.8,17.8,13.1,No Defect,Pass,30,Inspector 5
Q01324,B05098,A,1.6,91.6,31.2,11.4,No Defect,Pass,23,Inspector 7
Q01325,B06773,A+,1.93,96.6,16.9,10.6,No Defect,Pass,6,Inspector 2
Q01326,B05808,B,1.04,82.1,26.6,9.0,Pinholes,Pass,30,Inspector 6
Q01327,B05243,C,0.96,80.3,28.7,8.7,Uneven Dye,Pass,11,Inspector 1
Q01328,B01141,B,1.79,89.2,30.7,8.1,Loose Grain,Pass,1,Inspector 10
Q01329,B03147,B,0.87,93.8,20.5,15.0,Scars,Pass,15,Inspector 5
Q01330,B06458,A,1.94,91.0,25.6,12.4,No Defect,Pass,30,Inspector 1
Q01331,B06840,A,0.91,82.8,26.9,12.6,No Defect,Pass,23,Inspector 7
Q01332,B04929,B,1.28,94.9,19.8,12.7,Wrinkles,Pass,24,Inspector 3
Q01333,B07140,A+,0.81,90.5,20.9,8.5,No Defect,Pass,21,Inspector 4
Q01334,B02433,B,2.04,93.0,19.0,14.5,Scars,Pass,5,Inspector 5
Q01335,B01882,C,1.84,84.8,21.0,11.1,Loose Grain,Pass,18,Inspector 3
Q01336,B07990,A,1.85,81.0,20.2,8.9,No Defect,Pass,11,Inspector 7
Q01337,B00188,Rejected,1.18,89.9,24.2,14.7,Wrinkles,Fail,14,Inspector 1
Q01338,B06154,A,1.85,86.0,20.1,10.1,No Defect,Pass,5,Inspector 4
Q01339,B05476,A,1.07,91.7,24.1,14.1,No Defect,Pass,22,Inspector 9
Q01340,B05393,A+,1.56,82.0,33.7,9.1,No Defect,Pass,19,Inspector 8
Q01341,B03532,B,2.13,91.1,29.5,13.7,Wrinkles,Pass,4,Inspector 9
Q01342,B06811,B,0.81,92.9,24.4,10.8,Wrinkles,Pass,16,Inspector 1
Q01343,B03314,A+,1.88,90.4,29.9,10.9,No Defect,Pass,21,Inspector 9
Q01344,B00938,B,0.88,92.5,34.3,11.2,Pinholes,Pass,29,Inspector 5
Q01345,B07812,A+,2.09,91.3,34.9,8.8,No Defect,Pass,27,Inspector 1
Q01346,B04282,A,0.96,99.7,23.8,12.8,No Defect,Pass,12,Inspector 1
Q01347,B05971,A,1.12,80.8,17.4,10.2,No Defect,Pass,12,Inspector 1
Q01348,B01676,C,1.38,81.3,25.7,12.1,Loose Grain,Pass,18,Inspector 8
Q01349,B06235,B,1.05,85.1,17.1,11.3,Loose Grain,Pass,19,Inspector 3
Q01350,B06636,A,1.44,85.5,30.6,9.6,No Defect,Pass,0,Inspector 6
Q01351,B07085,Rejected,1.8,97.0,20.4,13.3,Scars,Fail,22,Inspector 7
Q01352,B07624,A,1.48,95.9,19.9,10.2,No Defect,Pass,2,Inspector 10
Q01353,B00114,A,1.12,82.6,17.8,8.7,No Defect,Pass,26,Inspector 7
Q01354,B06502,Rejected,1.28,95.2,26.1,8.9,Loose Grain,Fail,26,Inspector 3
Q01355,B07460,C,0.82,80.7,24.1,8.7,Loose Grain,Pass,9,Inspector 6
Q01356,B03635,A,1.96,90.2,30.1,10.5,No Defect,Pass,28,Inspector 4
Q01357,B00854,A,1.31,87.1,24.0,11.0,No Defect,Pass,28,Inspector 8
Q01358,B00370,A+,0.95,91.8,17.9,12.8,No Defect,Pass,13,Inspector 6
Q01359,B06928,A+,1.64,97.2,32.3,8.7,No Defect,Pass,4,Inspector 9
Q01360,B06066,A,1.17,87.9,15.8,9.8,No Defect,Pass,3,Inspector 6
Q01361,B04216,B,1.65,94.7,20.9,13.4,Uneven Dye,Pass,2,Inspector 8
Q01362,B00921,A,1.74,88.7,15.9,10.9,No Defect,Pass,29,Inspector 8
Q01363,B07664,A,1.14,96.6,17.9,9.0,No Defect,Pass,2,Inspector 5
Q01364,B01689,A,1.39,85.3,31.9,14.8,No Defect,Pass,4,Inspector 6
Q01365,B03244,A,1.77,86.0,31.7,12.6,No Defect,Pass,8,Inspector 9
Q01366,B01103,B,1.21,91.0,19.9,14.5,Scars,Pass,0,Inspector 10
Q01367,B07991,B,1.23,92.1,22.7,8.6,Uneven Dye,Pass,0,Inspector 5
Q01368,B06252,B,2.01,85.1,24.8,9.0,Uneven Dye,Pass,23,Inspector 1
Q01369,B03964,A+,1.63,94.9,21.8,14.4,No Defect,Pass,8,Inspector 10
Q01370,B01785,A,1.05,95.7,32.2,14.0,No Defect,Pass,24,Inspector 2
